doc_id,doc_date,vendor,city,payment_terms_days,item,category,qty,unit_price,subtotal,gst_rate,gst_amount,total
DOC-00088,2025-01-13,Vision Systems,Lahore,30,ID Card PVC Pack,Accessories,50,5349.52,267476.05,0.18,48145.69,315621.74
DOC-00088,2025-01-13,Vision Systems,Lahore,30,HDP5000e Ribbon,Ribbon,2,25648.51,51297.02,0.18,9233.46,70966.93
DOC-00089,2025-09-07,Alpha Supplies,Karachi,30,PolyGuard Lamination,Accessories,50,12114.55,605727.41,0,0,605727.41
DOC-00090,2025-05-06,PakTech,Islamabad,30,PolyGuard Lamination,Accessories,10,12316.39,123163.9,0.18,22169.5,145333.4
DOC-00090,2025-05-06,PakTech,Islamabad,30,ID Card PVC Pack,Accessories,10,5211.17,52111.72,0.18,9380.11,61491.83
DOC-00090,2025-05-06,PakTech,Islamabad,30,UHF Long Range Tag,Accessories,5,203.65,1018.26,0.18,183.29,1201.55
DOC-00091,2025-02-08,Prime Traders,Islamabad,30,HDP5000e Ribbon,Ribbon,2,24816.46,49632.92,0,0,49632.92
DOC-00092,2025-03-18,Prime Traders,Islamabad,15,UHF Long Range Tag,Accessories,50,196.77,9838.53,0.18,1770.94,11609.47
DOC-00092,2025-03-18,Prime Traders,Islamabad,15,PolyGuard Lamination,Accessories,3,12060.33,36181,0.18,6512.58,42693.58
DOC-00092,2025-03-18,Prime Traders,Islamabad,15,Printer Service Visit,Service,1,7754.9,7754.9,0.18,1395.88,9150.78
DOC-00092,2025-03-18,Prime Traders,Islamabad,15,Printer Service Visit,Service,1,7847.31,7847.31,0.18,1412.52,9259.83
DOC-00093,2025-03-13,Vision Systems,Karachi,15,Printer Cleaning Kit,Accessories,10,3494.42,34944.16,0.18,6289.95,41234.1
DOC-00094,2025-09-23,Alpha Supplies,Karachi,0,UHF Long Range Tag,Accessories,10,195.84,1958.39,0,0,1958.39
DOC-00094,2025-09-23,Alpha Supplies,Karachi,0,PolyGuard Lamination,Accessories,50,11853.5,592675.01,0.18,106681.5,699356.51
DOC-00095,2025-03-09,PakTech,Karachi,0,HDP5000e Ribbon,Ribbon,5,25257.13,126285.64,0.18,22731.42,149017.06
DOC-00096,2025-09-03,PakTech,Islamabad,0,Printer Cleaning Kit,Accessories,1,3593.82,3593.82,0.18,646.89,4240.7
DOC-00097,2025-04-18,Vision Systems,Islamabad,0,Printer Service Visit,Service,50,8181.85,409092.52,0,0,409092.52
DOC-00097,2025-04-18,Vision Systems,Islamabad,0,ID Card PVC Pack,Accessories,1,5497.95,5497.95,0.18,989.63,6487.58
DOC-00097,2025-04-18,Vision Systems,Islamabad,0,ID Card PVC Pack,Accessories,1,7198.6,7198.6,0.18,1295.75,8494.35
DOC-00097,2025-04-18,Vision Systems,Islamabad,0,ID Card PVC Pack,Accessories,5,5235.07,26175.33,0.18,4711.56,30886.89
DOC-00098,2025-06-15,MF TRADER,Karachi,45,Printer Service Visit,Service,5,7709.18,38545.92,0.18,6938.27,45484.18
DOC-00098,2025-06-15,MF TRADER,Karachi,45,UHF Long Range Tag,Accessories,20,190.58,3811.69,0.18,686.1,4497.8
DOC-00099,2025-05-28,MF TRADER,Karachi,30,ID Card PVC Pack,Accessories,1,8091.09,8091.09,0,0,8091.09
DOC-00099,2025-05-28,MF TRADER,Karachi,30,ID Card PVC Pack,Accessories,2,4596.64,9193.27,0,0,9193.27
DOC-00099,2025-05-28,MF TRADER,Karachi,30,Printer Service Visit,Service,3,7726.67,23180.02,0,0,23180.02
DOC-00099,2025-05-28,MF TRADER,Karachi,30,PolyGuard Lamination,Accessories,50,11795.87,589793.5,0.18,106162.83,695956.33
DOC-00100,2025-09-30,Alpha Supplies,Lahore,30,Printer Cleaning Kit,Accessories,3,3466.62,10399.86,0.18,1871.97,12271.83
DOC-00100,2025-09-30,Alpha Supplies,Lahore,30,Printer Cleaning Kit,Accessories,1,3440,3440,0.18,619.2,4059.2
DOC-00100,2025-09-30,Alpha Supplies,Lahore,30,PolyGuard Lamination,Accessories,2,11938.9,23877.8,0.18,4298,28175.81
DOC-00101,2025-06-29,Prime Traders,Lahore,15,ID Card PVC Pack,Accessories,1,4965.9,4965.9,0.18,893.86,5859.77
DOC-00102,2025-11-01,Prime Traders,Karachi,0,Printer Service Visit,Service,50,7819.33,390966.5,0,0,390966.5
DOC-00102,2025-11-01,Prime Traders,Karachi,0,Printer Cleaning Kit,Accessories,3,3451.77,10355.32,0.18,1863.96,12219.28
DOC-00103,2025-02-13,Prime Traders,Lahore,0,PolyGuard Lamination,Accessories,3,11634.51,34903.53,0,0,34903.53
DOC-00103,2025-02-13,Prime Traders,Lahore,0,PolyGuard Lamination,Accessories,50,11895.08,594754.1,0.18,107055.74,701809.84
DOC-00104,2025-05-16,PakTech,Islamabad,0,PolyGuard Lamination,Accessories,10,12095.95,120959.53,0.18,21772.71,142732.24
DOC-00104,2025-05-16,PakTech,Islamabad,0,ID Card PVC Pack,Accessories,1,5496.53,5496.53,0.18,989.38,6485.91
DOC-00104,2025-05-16,PakTech,Islamabad,0,UHF Long Range Tag,Accessories,10,215.99,2159.92,0.18,388.79,2548.71
DOC-00104,2025-05-16,PakTech,Islamabad,0,UHF Long Range Tag,Accessories,5,205.32,1026.61,0,0,1026.61
DOC-00105,2025-06-09,PakTech,Islamabad,15,PolyGuard Lamination,Accessories,1,12702.75,12702.75,0,0,12702.75
DOC-00105,2025-06-09,PakTech,Islamabad,15,ID Card PVC Pack,Accessories,2,5133.59,10267.19,0.18,1848.09,12115.28
DOC-00106,2025-02-25,Prime Traders,Lahore,15,UHF Long Range Tag,Accessories,20,193.58,3871.51,0.18,696.87,4568.38
DOC-00106,2025-02-25,Prime Traders,Lahore,15,ID Card PVC Pack,Accessories,1,4968.12,4968.12,0.18,894.26,5862.38
DOC-00107,2025-06-22,PakTech,Karachi,0,PolyGuard Lamination,Accessories,20,12594.34,251886.77,0.18,45339.62,297226.39
DOC-00107,2025-06-22,PakTech,Karachi,0,Printer Cleaning Kit,Accessories,50,3572.27,178613.58,0.18,32150.45,210764.03
DOC-00107,2025-06-22,PakTech,Karachi,0,Printer Cleaning Kit,Accessories,3,3764.98,11294.95,0.18,2033.09,13328.04
DOC-00108,2025-09-26,Vision Systems,Lahore,15,Printer Service Visit,Service,2,8510.83,17021.66,0.18,3063.9,20085.55
DOC-00108,2025-09-26,Vision Systems,Lahore,15,UHF Long Range Tag,Accessories,3,211.62,634.87,0.18,114.28,749.15
DOC-00108,2025-09-26,Vision Systems,Lahore,15,ID Card PVC Pack,Accessories,10,5400.79,54007.92,0,0,54007.92
DOC-00108,2025-09-26,Vision Systems,Lahore,15,ID Card PVC Pack,Accessories,20,5406.54,108130.85,0.18,19463.55,127594.41
DOC-00109,2025-02-03,Vision Systems,Lahore,15,PolyGuard Lamination,Accessories,3,13270.38,39811.15,0.18,7166.01,46977.16
DOC-00110,2025-12-10,Prime Traders,Islamabad,0,UHF Long Range Tag,Accessories,2,194.39,388.78,0,0,388.78
DOC-00110,2025-12-10,Prime Traders,Islamabad,0,HDP5000e Ribbon,Ribbon,2,23759.82,47519.63,0.18,8553.53,56073.17
DOC-00110,2025-12-10,Prime Traders,Islamabad,0,Printer Cleaning Kit,Accessories,20,3493.4,69868.01,0.18,12576.24,82444.25
DOC-00110,2025-12-10,Prime Traders,Islamabad,0,Printer Cleaning Kit,Accessories,20,3205.66,64113.13,0.18,11540.36,75653.49
DOC-00111,2025-12-14,Alpha Supplies,Lahore,0,UHF Long Range Tag,Accessories,50,201.22,10060.83,0.18,1810.95,11871.78
DOC-00111,2025-12-14,Alpha Supplies,Lahore,0,Printer Service Visit,Service,1,14461.67,14461.67,0.18,2603.1,17064.77
DOC-00112,2025-12-18,Vision Systems,Lahore,15,PolyGuard Lamination,Accessories,20,12355.65,247113.03,0.18,44480.35,291593.37
DOC-00113,2025-11-08,Vision Systems,Lahore,15,UHF Long Range Tag,Accessories,3,206.54,619.61,0.18,111.53,731.14
DOC-00113,2025-11-08,Vision Systems,Lahore,15,PolyGuard Lamination,Accessories,50,12355.33,617766.67,0.18,111198,728964.67
DOC-00113,2025-11-08,Vision Systems,Lahore,15,HDP5000e Ribbon,Ribbon,20,25284.25,505685.1,0.18,91023.32,596708.41
DOC-00114,2025-02-08,PakTech,Lahore,15,Printer Cleaning Kit,Accessories,10,3649.47,36494.68,0.18,6569.04,43063.73
DOC-00114,2025-02-08,PakTech,Lahore,15,Printer Service Visit,Service,5,8202.01,41010.05,0,0,41010.05
DOC-00114,2025-02-08,PakTech,Lahore,15,Printer Service Visit,Service,10,8519.89,85198.88,0,0,85198.88
DOC-00115,2025-10-25,Alpha Supplies,Karachi,0,ID Card PVC Pack,Accessories,20,5216.77,104335.38,0,0,104335.38
DOC-00115,2025-10-25,Alpha Supplies,Karachi,0,UHF Long Range Tag,Accessories,20,193.31,3866.25,0.18,695.92,4562.17
DOC-00116,2025-06-14,Prime Traders,Karachi,0,HDP5000e Ribbon,Ribbon,1,25502.18,25502.18,0.18,4590.39,30092.57
DOC-00116,2025-06-14,Prime Traders,Karachi,0,ID Card PVC Pack,Accessories,3,4935.83,14807.49,0,0,14807.49
DOC-00116,2025-06-14,Prime Traders,Karachi,0,PolyGuard Lamination,Accessories,10,11781.84,117818.44,0.18,21207.32,139025.76
DOC-00116,2025-06-14,Prime Traders,Karachi,0,UHF Long Range Tag,Accessories,2,187.78,375.56,0.18,67.6,443.16
DOC-00117,2025-08-31,PakTech,Karachi,0,Printer Service Visit,Service,5,8242.1,41210.51,0.18,7417.89,48628.41
DOC-00117,2025-08-31,PakTech,Karachi,0,UHF Long Range Tag,Accessories,10,201.95,2019.46,0.18,363.5,2382.96
DOC-00118,2025-01-12,PakTech,Karachi,0,UHF Long Range Tag,Accessories,1,213.68,213.68,0.18,38.46,252.14
DOC-00118,2025-01-12,PakTech,Karachi,0,PolyGuard Lamination,Accessories,2,12581.87,25163.73,0.18,4529.47,29693.21
DOC-00118,2025-01-12,PakTech,Karachi,0,ID Card PVC Pack,Accessories,20,5258.26,105165.23,0.18,18929.74,124094.98
DOC-00119,2025-05-09,Prime Traders,Islamabad,45,ID Card PVC Pack,Accessories,3,5118.65,15355.94,0.18,2764.07,18120.01
DOC-00119,2025-05-09,Prime Traders,Islamabad,45,Printer Cleaning Kit,Accessories,5,3405.26,17026.3,0,0,17026.3
DOC-00120,2025-07-28,Prime Traders,Islamabad,0,HDP5000e Ribbon,Ribbon,3,22822.42,68467.27,0,0,68467.27
DOC-00120,2025-07-28,Prime Traders,Islamabad,0,Printer Service Visit,Service,2,7663.64,15327.29,0.18,2758.91,18086.2
DOC-00121,2025-01-01,MF TRADER,Karachi,15,UHF Long Range Tag,Accessories,20,189.44,3788.78,0,0,3788.78
DOC-00121,2025-01-01,MF TRADER,Karachi,15,HDP5000e Ribbon,Ribbon,50,22188.36,1109418.11,0.18,199695.26,1309113.37
DOC-00121,2025-01-01,MF TRADER,Karachi,15,ID Card PVC Pack,Accessories,20,4946.89,98937.87,0.18,17808.82,116746.68
DOC-00122,2025-07-19,Vision Systems,Lahore,15,UHF Long Range Tag,Accessories,2,212.02,424.05,0.18,76.33,500.38
DOC-00122,2025-07-19,Vision Systems,Lahore,15,Printer Service Visit,Service,3,7970.81,23912.42,0,0,23912.42
DOC-00123,2025-05-15,Vision Systems,Islamabad,45,UHF Long Range Tag,Accessories,1,209.56,209.56,0,0,209.56
DOC-00124,2025-01-17,Prime Traders,Karachi,15,PolyGuard Lamination,Accessories,20,11561.91,231238.18,0.18,41622.87,272861.05
DOC-00124,2025-01-17,Prime Traders,Karachi,15,HDP5000e Ribbon,Ribbon,50,23520.95,1176047.27,0.18,211688.51,1387735.78
DOC-00124,2025-01-17,Prime Traders,Karachi,15,ID Card PVC Pack,Accessories,50,4691.6,234580.02,0,0,234580.02
DOC-00125,2025-11-15,PakTech,Lahore,45,Printer Cleaning Kit,Accessories,20,3498.46,69969.1,0.18,12594.44,82563.54
DOC-00125,2025-11-15,PakTech,Lahore,45,ID Card PVC Pack,Accessories,20,5428.37,108567.38,0,0,108567.38
DOC-00126,2025-07-13,MF TRADER,Islamabad,30,ID Card PVC Pack,Accessories,10,4607.81,46078.06,0.18,8294.05,54372.11
DOC-00126,2025-07-13,MF TRADER,Islamabad,30,Printer Cleaning Kit,Accessories,1,3248.99,3248.99,0.18,584.82,3833.81
DOC-00127,2025-10-29,Vision Systems,Karachi,0,HDP5000e Ribbon,Ribbon,3,26092.3,78276.89,0.18,14089.84,92366.73
DOC-00127,2025-10-29,Vision Systems,Karachi,0,PolyGuard Lamination,Accessories,1,12715.94,12715.94,0,0,12715.94
DOC-00127,2025-10-29,Vision Systems,Karachi,0,Printer Service Visit,Service,50,8572.95,428647.43,0,0,428647.43
DOC-00128,2025-11-03,Prime Traders,Karachi,15,ID Card PVC Pack,Accessories,20,8563.25,171265,0,0,171265
DOC-00128,2025-11-03,Prime Traders,Karachi,15,PolyGuard Lamination,Accessories,5,11326.76,56633.81,0.18,10194.09,66827.89
DOC-00128,2025-11-03,Prime Traders,Karachi,15,Printer Service Visit,Service,1,7591.09,7591.09,0,0,7591.09
DOC-00128,2025-11-03,Prime Traders,Karachi,15,Printer Cleaning Kit,Accessories,1,3473.24,3473.24,0,0,3473.24
DOC-00129,2025-06-04,Vision Systems,Islamabad,0,ID Card PVC Pack,Accessories,3,5160.16,15480.47,0.18,2786.49,18266.96
DOC-00129,2025-06-04,Vision Systems,Islamabad,0,ID Card PVC Pack,Accessories,2,5440.99,10881.99,0,0,10881.99
DOC-00130,2025-10-20,Prime Traders,Karachi,45,HDP5000e Ribbon,Ribbon,20,22242.43,444848.55,0.18,80072.74,524921.29
DOC-00130,2025-10-20,Prime Traders,Karachi,45,HDP5000e Ribbon,Ribbon,3,24454.89,73364.67,0.18,13205.64,86570.31
DOC-00130,2025-10-20,Prime Traders,Karachi,45,HDP5000e Ribbon,Ribbon,1,23809.99,23809.99,0.18,4285.8,28095.79
DOC-00131,2025-10-27,PakTech,Karachi,0,HDP5000e Ribbon,Ribbon,3,24292.36,72877.08,0.18,13117.87,85994.95
DOC-00131,2025-10-27,PakTech,Karachi,0,PolyGuard Lamination,Accessories,20,12156.23,243124.52,0.18,43762.41,286886.93
DOC-00132,2025-04-30,PakTech,Lahore,15,PolyGuard Lamination,Accessories,50,12481.26,624062.76,0.18,112331.3,736394.06
DOC-00132,2025-04-30,PakTech,Lahore,15,ID Card PVC Pack,Accessories,5,5238.15,26190.74,0,0,26190.74
DOC-00133,2025-02-16,Prime Traders,Karachi,45,HDP5000e Ribbon,Ribbon,10,24707.94,247079.38,0.18,44474.29,291553.67
DOC-00133,2025-02-16,Prime Traders,Karachi,45,ID Card PVC Pack,Accessories,5,4909.99,24549.97,0.18,4418.99,28968.96
DOC-00133,2025-02-16,Prime Traders,Karachi,45,UHF Long Range Tag,Accessories,250,194.99,48747.5,0.18,8774.55,57522.05
DOC-00133,2025-02-16,Prime Traders,Karachi,45,Printer Cleaning Kit,Accessories,5,3586.08,17930.39,0.18,3227.47,21157.86
DOC-00134,2025-04-17,Vision Systems,Lahore,30,Printer Cleaning Kit,Accessories,50,6451.48,322574,0,0,322574
DOC-00134,2025-04-17,Vision Systems,Lahore,30,ID Card PVC Pack,Accessories,3,5458.89,16376.68,0.18,2947.8,19324.49
DOC-00135,2025-03-02,Prime Traders,Karachi,45,UHF Long Range Tag,Accessories,20,195.32,3906.42,0.18,703.16,4609.57
DOC-00135,2025-03-02,Prime Traders,Karachi,45,PolyGuard Lamination,Accessories,50,11989.41,599470.39,0.18,107904.67,707375.06
DOC-00135,2025-03-02,Prime Traders,Karachi,45,PolyGuard Lamination,Accessories,1,12271.33,12271.33,0.18,2208.84,14480.17
DOC-00136,2025-02-07,Prime Traders,Islamabad,30,HDP5000e Ribbon,Ribbon,10,24663.12,246631.2,0.18,44393.62,350585.96
DOC-00136,2025-02-07,Prime Traders,Islamabad,30,HDP5000e Ribbon,Ribbon,1,24362.22,24362.22,0.18,4385.2,35003.82
DOC-00136,2025-02-07,Prime Traders,Islamabad,30,HDP5000e Ribbon,Ribbon,2,24081.54,48163.09,0,0,48163.09
DOC-00136,2025-02-07,Prime Traders,Islamabad,30,ID Card PVC Pack,Accessories,5,4705.02,23525.1,0.18,4234.52,27759.62
DOC-00137,2025-10-15,Prime Traders,Lahore,45,HDP5000e Ribbon,Ribbon,2,23210.2,46420.41,0.18,8355.67,54776.08
DOC-00137,2025-10-15,Prime Traders,Lahore,45,HDP5000e Ribbon,Ribbon,5,23701.79,118508.96,0.18,21331.61,139840.57
DOC-00137,2025-10-15,Prime Traders,Lahore,45,HDP5000e Ribbon,Ribbon,50,23053.3,1152665.21,0,0,1152665.21
DOC-00138,2025-12-06,PakTech,Islamabad,45,ID Card PVC Pack,Accessories,1,5244.9,5244.9,0.18,944.08,6188.99
DOC-00138,2025-12-06,PakTech,Islamabad,45,HDP5000e Ribbon,Ribbon,2,22880.31,45760.61,0.18,8236.91,53997.52
DOC-00138,2025-12-06,PakTech,Islamabad,45,Printer Service Visit,Service,50,7553.28,377663.99,0.18,67979.52,445643.51
DOC-00139,2025-06-05,MF TRADER,Karachi,45,Printer Cleaning Kit,Accessories,200,3365.29,673058,0.18,121150.44,794208.44
DOC-00139,2025-06-05,MF TRADER,Karachi,45,UHF Long Range Tag,Accessories,50,188.84,9442.16,0.18,1699.59,11141.75
DOC-00139,2025-06-05,MF TRADER,Karachi,45,Printer Service Visit,Service,5,7871.41,39357.07,0,0,39357.07
DOC-00139,2025-06-05,MF TRADER,Karachi,45,Printer Service Visit,Service,10,7594.93,75949.28,0.18,13670.87,89620.14
DOC-00140,2025-02-19,MF TRADER,Lahore,15,Printer Service Visit,Service,50,7571.77,378588.57,0,0,378588.57
DOC-00140,2025-02-19,MF TRADER,Lahore,15,Printer Cleaning Kit,Accessories,5,3217.79,16088.95,0.18,1082.95,17171.9
DOC-00140,2025-02-19,MF TRADER,Lahore,15,ID Card PVC Pack,Accessories,2,4808.71,9617.41,0.18,1731.13,11348.55
DOC-00140,2025-02-19,MF TRADER,Lahore,15,ID Card PVC Pack,Accessories,2,4843.75,9687.5,0.18,1743.75,11431.25
DOC-00141,2025-01-30,Prime Traders,Lahore,15,HDP5000e Ribbon,Ribbon,5,23829.75,119148.75,0.18,6277.66,125426.41
DOC-00141,2025-01-30,Prime Traders,Lahore,15,ID Card PVC Pack,Accessories,50,5239.55,261977.36,0,0,261977.36
DOC-00142,2025-03-16,Vision Systems,Lahore,15,PolyGuard Lamination,Accessories,3,12934.56,38803.68,0.18,3905.91,42709.59
DOC-00142,2025-03-16,Vision Systems,Lahore,15,HDP5000e Ribbon,Ribbon,50,25990.93,1299546.5,0.18,123279.86,1422826.36
DOC-00142,2025-03-16,Vision Systems,Lahore,15,HDP5000e Ribbon,Ribbon,50,25152.87,1257643.75,0.18,226375.87,1484019.62
DOC-00143,2025-02-26,Prime Traders,Lahore,30,UHF Long Range Tag,Accessories,5,201.39,1006.94,0.18,181.25,1188.19
DOC-00143,2025-02-26,Prime Traders,Lahore,30,Printer Cleaning Kit,Accessories,3,3390.93,10172.79,0.18,1831.1,12003.89
DOC-00144,2025-03-14,Prime Traders,Karachi,0,PolyGuard Lamination,Accessories,1,11225.59,11225.59,0.18,2020.61,14133.27
DOC-00144,2025-03-14,Prime Traders,Karachi,0,UHF Long Range Tag,Accessories,10,186.56,1865.61,0,0,1865.61
DOC-00144,2025-03-14,Prime Traders,Karachi,0,PolyGuard Lamination,Accessories,50,11956.18,597809.17,0.18,107605.65,705414.82
DOC-00145,2025-10-18,Prime Traders,Islamabad,0,ID Card PVC Pack,Accessories,10,4478.54,44785.43,0.18,8061.38,52846.81
DOC-00145,2025-10-18,Prime Traders,Islamabad,0,PolyGuard Lamination,Accessories,3,11141.86,33425.58,0.18,6016.6,39442.18
DOC-00145,2025-10-18,Prime Traders,Islamabad,0,HDP5000e Ribbon,Ribbon,1,22753.32,22753.32,0.18,4095.6,26848.91
DOC-00145,2025-10-18,Prime Traders,Islamabad,0,UHF Long Range Tag,Accessories,5,192.05,960.25,0.18,172.84,1133.09
DOC-00146,2025-02-01,MF TRADER,Karachi,0,Printer Cleaning Kit,Accessories,2,3385.11,6770.23,0.18,1218.64,7988.87
DOC-00146,2025-02-01,MF TRADER,Karachi,0,PolyGuard Lamination,Accessories,10,10917.84,109178.42,0,0,109178.42
DOC-00146,2025-02-01,MF TRADER,Karachi,0,PolyGuard Lamination,Accessories,5,11330.21,56651.04,0,0,56651.04
DOC-00146,2025-02-01,MF TRADER,Karachi,0,HDP5000e Ribbon,Ribbon,2,23275.15,46550.31,0.18,8379.06,54929.37
DOC-00147,2025-03-13,Alpha Supplies,Lahore,30,UHF Long Range Tag,Accessories,2,197.49,394.97,0.18,71.1,466.07
DOC-00147,2025-03-13,Alpha Supplies,Lahore,30,Printer Service Visit,Service,50,8302.62,415131.25,0.18,74723.62,489854.87
DOC-00147,2025-03-13,Alpha Supplies,Lahore,30,HDP5000e Ribbon,Ribbon,1,25605.08,25605.08,0.18,4608.91,30213.99
DOC-00148,2025-08-15,Prime Traders,Islamabad,15,UHF Long Range Tag,Accessories,1,198.3,198.3,0.18,35.69,233.99
DOC-00148,2025-08-15,Prime Traders,Islamabad,15,Printer Service Visit,Service,2,7625.63,15251.26,0.18,2745.23,17996.48
DOC-00149,2025-08-27,Prime Traders,Karachi,45,PolyGuard Lamination,Accessories,2,11664.42,23328.83,0,0,23328.83
DOC-00149,2025-08-27,Prime Traders,Karachi,45,UHF Long Range Tag,Accessories,1,186.38,186.38,0.18,33.55,219.93
DOC-00149,2025-08-27,Prime Traders,Karachi,45,HDP5000e Ribbon,Ribbon,5,23209.54,116047.72,0.18,20888.59,136936.31
DOC-00150,2025-02-06,PakTech,Lahore,15,ID Card PVC Pack,Accessories,50,4935.14,246756.96,0,0,246756.96
DOC-00150,2025-02-06,PakTech,Lahore,15,HDP5000e Ribbon,Ribbon,20,24935.09,498701.88,0.18,89766.34,588468.22
DOC-00150,2025-02-06,PakTech,Lahore,15,Printer Service Visit,Service,10,8164.22,81642.2,0.18,14695.6,96337.8
DOC-00150,2025-02-06,PakTech,Lahore,15,ID Card PVC Pack,Accessories,20,5228.78,104575.59,0.18,18823.61,123399.19
DOC-00151,2025-01-23,Vision Systems,Islamabad,45,ID Card PVC Pack,Accessories,10,5665.63,56656.3,0.18,10198.13,75259.87
DOC-00151,2025-01-23,Vision Systems,Islamabad,45,Printer Cleaning Kit,Accessories,3,5184.03,15552.09,0.18,2799.38,18351.47
DOC-00152,2025-12-06,Prime Traders,Islamabad,15,ID Card PVC Pack,Accessories,10,4905.92,49059.18,0.18,8830.65,57889.83
DOC-00152,2025-12-06,Prime Traders,Islamabad,15,UHF Long Range Tag,Accessories,5,187.61,938.04,0.18,168.85,1106.89
DOC-00152,2025-12-06,Prime Traders,Islamabad,15,ID Card PVC Pack,Accessories,3,5065.38,15196.14,0.18,2735.31,17931.45
DOC-00153,2025-02-17,MF TRADER,Islamabad,0,UHF Long Range Tag,Accessories,2,201.95,403.89,0.18,72.7,476.6
DOC-00153,2025-02-17,MF TRADER,Islamabad,0,UHF Long Range Tag,Accessories,2,199.72,399.45,0.18,71.9,471.35
DOC-00153,2025-02-17,MF TRADER,Islamabad,0,Printer Cleaning Kit,Accessories,5,3336.43,16682.15,0.18,3002.79,19684.94
DOC-00153,2025-02-17,MF TRADER,Islamabad,0,Printer Cleaning Kit,Accessories,10,3244.25,32442.54,0.18,5839.66,38282.19
DOC-00154,2025-10-15,PakTech,Islamabad,0,Printer Cleaning Kit,Accessories,2,3602.55,7205.09,0.18,1296.92,8502.01
DOC-00154,2025-10-15,PakTech,Islamabad,0,Printer Cleaning Kit,Accessories,20,3566.76,71335.13,0.18,12840.32,84175.45
DOC-00155,2025-09-15,Alpha Supplies,Islamabad,30,HDP5000e Ribbon,Ribbon,20,23149.34,462986.7,0.18,83337.61,546324.31
DOC-00155,2025-09-15,Alpha Supplies,Islamabad,30,Printer Cleaning Kit,Accessories,2,3639.14,7278.28,0,0,7278.28
DOC-00155,2025-09-15,Alpha Supplies,Islamabad,30,Printer Cleaning Kit,Accessories,5,3552.37,17761.83,0,0,17761.83
DOC-00156,2025-11-29,Vision Systems,Karachi,15,Printer Cleaning Kit,Accessories,3,3771.01,11313.02,0.18,2036.34,13349.36
DOC-00157,2025-02-17,Prime Traders,Lahore,45,Printer Service Visit,Service,20,7671.86,153437.22,0.18,27618.7,181055.92
DOC-00158,2025-08-18,Vision Systems,Karachi,45,PolyGuard Lamination,Accessories,5,12630.66,63153.29,0.18,11367.59,74520.88
DOC-00158,2025-08-18,Vision Systems,Karachi,45,Printer Service Visit,Service,5,8754.47,43772.33,0,0,43772.33
DOC-00158,2025-08-18,Vision Systems,Karachi,45,UHF Long Range Tag,Accessories,10,198.42,1984.23,0.18,357.16,2341.4
DOC-00159,2025-01-06,PakTech,Lahore,15,UHF Long Range Tag,Accessories,5,198.8,994.01,0,0,994.01
DOC-00159,2025-01-06,PakTech,Lahore,15,UHF Long Range Tag,Accessories,2,210.63,421.26,0.18,75.83,497.09
DOC-00159,2025-01-06,PakTech,Lahore,15,UHF Long Range Tag,Accessories,50,215.37,10768.56,0.18,1938.34,12706.9
DOC-00160,2025-02-28,Alpha Supplies,Karachi,15,Printer Cleaning Kit,Accessories,20,3475.15,69503.02,0.18,12510.54,82013.56
DOC-00160,2025-02-28,Alpha Supplies,Karachi,15,Printer Service Visit,Service,50,8132.29,406614.3,0,0,406614.3
DOC-00160,2025-02-28,Alpha Supplies,Karachi,15,Printer Service Visit,Service,2,7826.16,15652.32,0.18,2817.42,18469.73
DOC-00161,2025-03-13,Vision Systems,Lahore,0,HDP5000e Ribbon,Ribbon,10,24883.92,248839.24,0,0,248839.24
DOC-00161,2025-03-13,Vision Systems,Lahore,0,Printer Cleaning Kit,Accessories,20,3693.77,73875.43,0.18,13297.58,87173
DOC-00161,2025-03-13,Vision Systems,Lahore,0,UHF Long Range Tag,Accessories,1,206.81,206.81,0.18,37.23,244.03
DOC-00161,2025-03-13,Vision Systems,Lahore,0,ID Card PVC Pack,Accessories,2,5199.06,10398.13,0.18,1871.66,12269.79
DOC-00162,2025-07-25,Alpha Supplies,Karachi,15,ID Card PVC Pack,Accessories,10,4967.01,49670.1,0.18,8940.62,58610.71
DOC-00162,2025-07-25,Alpha Supplies,Karachi,15,Printer Cleaning Kit,Accessories,10,3347.37,33473.72,0,0,33473.72
DOC-00162,2025-07-25,Alpha Supplies,Karachi,15,ID Card PVC Pack,Accessories,10,5154.32,51543.17,0.18,9277.77,60820.94
DOC-00162,2025-07-25,Alpha Supplies,Karachi,15,HDP5000e Ribbon,Ribbon,50,24856.53,1242826.39,0.18,223708.75,1466535.14
DOC-00163,2025-01-15,Vision Systems,Islamabad,45,HDP5000e Ribbon,Ribbon,3,24202.92,72608.76,0.18,13069.58,85678.33
DOC-00164,2025-03-28,MF TRADER,Karachi,0,ID Card PVC Pack,Accessories,5,4549.08,22745.4,0.18,4094.17,26839.57
DOC-00164,2025-03-28,MF TRADER,Karachi,0,ID Card PVC Pack,Accessories,20,4803.86,96077.22,0.18,17293.9,113371.12
DOC-00164,2025-03-28,MF TRADER,Karachi,0,UHF Long Range Tag,Accessories,10,191.36,1913.6,0,0,1913.6
DOC-00165,2025-05-28,Prime Traders,Islamabad,0,PolyGuard Lamination,Accessories,1,12206.13,12206.13,0,0,12206.13
DOC-00165,2025-05-28,Prime Traders,Islamabad,0,Printer Cleaning Kit,Accessories,2,3569.75,7139.5,0.18,1285.11,8424.61
DOC-00165,2025-05-28,Prime Traders,Islamabad,0,Printer Cleaning Kit,Accessories,20,3407.6,68152,0.18,12267.36,80419.37
